			Indicator 4A			Indicator 4B		Indicator 9	Indicator 10	Indicator 11			Indicator 12			Indicator 13			
			Significant Discrepancy (Suspension/Expulsion)			Significant Discrepancy by Race/Ethnicity (Suspension/Expulsion)		(Disproportionality in Special Ed.)	(Disproportionality in Disability Category)	(Init Eval Timelines)			(Part C to B Transition)			(Secondary Transition)			
Year	Org Name	Org Code	Students #	Susp #	Susp %	Significant discrepancy	PPPs contribute to significant discrepancy	Disproportionate Representation in Special Ed	Disproportionate Representation in Disability Categories	Sch Yr Rev	Eval Comp #	Dist Rate	Sch Yr Rev	Ref Part C	IEP by #	IEP by %	Sch Yr Rev	Records in Compliance #	Dist Rate
2010	Greater Lawrence RVT	08230000	245	1	0.4	-	-	No	No	2011-12	NR	NR	2010-11	NR	NR	NR	2009-10	24	100
2010	Greater New Bedford	08250000	191	0	0	-	-	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NR	NR
2010	Greater Lowell Voc Tec	08280000	410	2	0.5	-	-	No	No	2010-11	NR	NR	2009-10	NA	NA	NA	2012-13	NR	NR
2010	So Middlesex Voc Tech Reg	08290000	287	2	0.7	-	-	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Minute Man Voc Tech	08300000	250	3	1.2	-	-	No	At-Risk	2010-11	NR	NR	2009-10	NA	NA	NA	2012-13	NR	NR
2010	Montachusett Voc Tech Reg	08320000	212	3	1.4	-	-	No	No	2011-12	NR	NR	2010-11	NR	NR	NR	2009-10	24	100
2010	Northern Berkshire Voc	08510000	91	0	0	-	-	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NR	NR
2010	Nashoba Valley Tech	08520000	198	0	0	-	-	No	At-Risk	2010-11	NR	NR	2009-10	NA	NA	NA	2012-13	NR	NR
2010	Northeast Metro Voc	08530000	322	3	0.9	-	-	No	No	2011-12	NR	NR	2010-11	NR	NR	NR	2009-10	-	-
2010	North Shore Reg Voc	08540000	169	1	0.6	-	-	No	No	2011-12	NR	NR	2010-11	NR	NR	NR	2009-10	27	100
2010	Old Colony Reg Voc Tech	08550000	115	1	0.9	-	-	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Pathfinder Voc Tech	08600000	225	0	0	-	-	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Shawsheen Valley Voc Tech	08710000	334	0	0	-	-	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NR	NR
2010	Southeastern Reg Voc Tech	08720000	311	1	0.3	-	-	No	No	2011-12	NR	NR	2010-11	NR	NR	NR	2009-10	27	100
2010	South Shore Reg Voc Tech	08730000	172	5	2.9	-	-	No	At-Risk	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NR	NR
2010	Southern Worcester Cty VT	08760000	188	2	1.1	-	-	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Tri County	08780000	258	1	0.4	-	-	No	At-Risk	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Upper Cape Cod Voc Tech	08790000	147	7	4.8	-	-	No	No	2010-11	NR	NR	2009-10	NA	NA	NA	2012-13	NR	NR
2010	Whittier Voc	08850000	253	0	0	-	-	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Bristol County Agr	09100000	49	0	0	-	-	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Essex Agr Tech	09130000	94	0	0	-	-	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	NR	NR
2010	Norfolk County Agr	09150000	65	0	0	-	-	No	No	2010-11	NR	NR	2009-10	NA	NA	NA	2012-13	NR	NR
2011	Abington	00010000	348	4	1.1	No	No	No	No	2009-10	15	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Acton	00020000	392	1	0.3	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	NA	NA
2011	Acushnet	00030000	216	0	0	No	No	No	No	2010-11	15	100	2009-10	2	-	-	2012-13	NR	NR
2011	Agawam	00050000	687	8	1.2	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	16	100
2011	Amesbury	00070000	389	1	0.3	No	No	No	No	2009-10	36	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Amherst	00080000	254	0	0	No	No	No	No	2010-11	25	100	2009-10	NA	NA	NA	2012-13	NR	NR
2011	Andover	00090000	1034	3	0.3	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	17	100
2011	Arlington	00100000	739	0	0	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	17	70.8
2011	Ashland	00140000	365	1	0.3	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	13	100
2011	Attleboro	00160000	948	17	1.8	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	19	100
2011	Auburn	00170000	306	6	2	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	17	100
2011	Avon	00180000	128	1	0.8	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	18	100
2011	Ayer	00190000	246	2	0.8	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Barnstable	00200000	615	23	3.7	No	No	No	No	2011-12	NR	NR	2010-11	3	-	-	2009-10	27	100
2011	Bedford	00230000	447	3	0.7	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	16	100
2011	Belchertown	00240000	425	3	0.7	No	No	No	No	2009-10	24	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Bellingham	00250000	335	4	1.2	No	No	No	No	2009-10	15	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Belmont	00260000	436	0	0	No	No	No	No	2009-10	31	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Berkley	00270000	154	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Berlin	00280000	45	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Beverly	00300000	892	2	0.2	No	No	No	No	2009-10	51	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Billerica	00310000	1087	1	0.1	No	No	No	No	2011-12	NR	NR	2010-11	12	12	100	2009-10	18	85.7
2011	Boston	00350000	10898	19	0.2	No	No	No	No	2010-11	720	88.9	2010-11	8	-	-	2010-11	27	100
2011	Bourne	00360000	376	1	0.3	No	No	No	No	2010-11	36	97.3	2009-10	0	-	-	2012-13	NR	NR
2011	Boxborough	00370000	65	0	0	No	No	No	No	2011-12	NR	NR	2010-11	0	-	-	2009-10	NA	NA
2011	Boxford	00380000	144	0	0	No	No	No	No	2010-11	26	100	2009-10	1	-	-	2012-13	NR	NR
2011	Boylston	00390000	40	0	0	No	No	No	No	2009-10	14	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Braintree	00400000	1103	1	0.1	No	No	No	No	2010-11	83	100	2009-10	7	-	-	2012-13	NR	NR
2011	Brewster	00410000	70	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Brimfield	00430000	42	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Brockton	00440000	2197	120	5.5	No	No	No	No	2010-11	84	98.8	2009-10	19	19	100	2012-13	NR	NR
2011	Brookfield	00450000	47	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Brookline	00460000	1098	5	0.5	No	No	No	No	2009-10	81	95.3	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Burlington	00480000	529	9	1.7	No	No	No	No	2009-10	22	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Cambridge	00490000	1328	15	1.1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	19	100
2011	Canton	00500000	470	2	0.4	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	20	100
2011	Carlisle	00510000	100	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Carver	00520000	278	8	2.9	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	15	100
2011	Chatham	00550000	97	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Chelmsford	00560000	875	0	0	No	No	No	No	2010-11	32	100	2009-10	4	-	-	2012-13	NR	NR
2011	Chelsea	00570000	797	1	0.1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	18	100
2011	Chicopee	00610000	1299	36	2.8	No	No	No	No	2010-11	91	100	2009-10	10	10	100	2012-13	NR	NR
2011	Clarksburg	00630000	33	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Clinton	00640000	381	8	2.1	No	No	No	At-Risk	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Cohasset	00650000	179	0	0	No	No	No	No	2009-10	21	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Concord	00670000	375	0	0	No	No	No	No	2010-11	19	100	2009-10	2	-	-	2012-13	NR	NR
2011	Conway	00680000	32	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Danvers	00710000	608	10	1.6	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	16	100
2011	Dartmouth	00720000	509	4	0.8	No	No	No	No	2009-10	22	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Dedham	00730000	648	1	0.2	No	No	No	No	2011-12	NR	NR	2010-11	5	-	-	2009-10	18	100
2011	Deerfield	00740000	75	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Douglas	00770000	283	1	0.4	No	No	No	No	2011-12	NR	NR	2010-11	0	-	-	2009-10	5	38.5
2011	Dover	00780000	59	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2011	Dracut	00790000	484	12	2.5	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	16	100
2011	Duxbury	00820000	427	2	0.5	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	East Bridgewater	00830000	329	1	0.3	No	No	No	No	2011-12	NR	NR	2010-11	5	-	-	2009-10	30	100
2011	Eastham	00850000	38	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Easthampton	00860000	283	2	0.7	No	No	No	No	2010-11	-	-	2009-10	5	-	-	2012-13	NR	NR
2011	East Longmeadow	00870000	632	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	18	100
2011	Easton	00880000	695	3	0.4	No	No	No	No	2010-11	31	100	2009-10	16	16	100	2012-13	NR	NR
2011	Edgartown	00890000	58	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Erving	00910000	30	0	0	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NR	NR
2011	Everett	00930000	971	24	2.5	No	No	No	No	2011-12	NR	NR	2010-11	5	-	-	2009-10	13	46.4
2011	Fairhaven	00940000	354	17	4.8	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	27	100
2011	Fall River	00950000	1823	52	2.9	No	No	No	No	2009-10	199	99	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Falmouth	00960000	668	10	1.5	No	No	No	No	2009-10	48	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Fitchburg	00970000	1066	51	4.8	Yes	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	25	100
2011	Florida	00980000	27	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Foxborough	00990000	488	8	1.6	No	No	No	No	2009-10	21	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Framingham	01000000	1796	7	0.4	No	No	No	No	2010-11	122	98.4	2009-10	7	-	-	2012-13	NR	NR
2011	Franklin	01010000	1013	11	1.1	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	15	100
2011	Freetown	01020000	81	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Gardner	01030000	498	13	2.6	No	No	No	No	2009-10	25	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Georgetown	01050000	238	4	1.7	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Gloucester	01070000	717	0	0	No	No	No	No	2011-12	NR	NR	2010-11	7	-	-	2009-10	24	100
2011	Gosnold	01090000	0	NA	NA	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NR	NR
2011	Grafton	01100000	499	0	0	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	24	100
2011	Granby	01110000	191	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2011	Granville	01120000	27	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Greenfield	01140000	304	5	1.6	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	15	100
2011	Hadley	01170000	80	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	19	100
2011	Halifax	01180000	90	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Hancock	01210000	5	-	-	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Hanover	01220000	429	5	1.2	No	No	No	No	2011-12	NR	NR	2010-11	1	-	-	2009-10	23	100
2011	Harvard	01250000	212	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	12	100
2011	Harwich	01260000	214	2	0.9	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	25	100
2011	Hatfield	01270000	67	1	1.5	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2011	Haverhill	01280000	1432	29	2	No	No	No	No	2010-11	139	96.5	2009-10	14	14	100	2012-13	NR	NR
2011	Hingham	01310000	549	1	0.2	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	15	100
2011	Holbrook	01330000	253	3	1.2	No	No	No	No	2011-12	NR	NR	2010-11	3	-	-	2009-10	21	100
2011	Holland	01350000	43	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Holliston	01360000	469	2	0.4	No	No	No	No	2009-10	24	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Holyoke	01370000	1515	122	8.1	Yes	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	17	100
2011	Hopedale	01380000	223	2	0.9	No	No	No	No	2011-12	NR	NR	2010-11	4	-	-	2009-10	23	100
2011	Hopkinton	01390000	453	1	0.2	No	No	No	No	2010-11	39	100	2009-10	1	-	-	2012-13	NR	NR
2011	Hudson	01410000	586	6	1	No	No	No	No	2010-11	47	100	2009-10	8	-	-	2012-13	NR	NR
2011	Hull	01420000	201	0	0	No	No	No	No	2011-12	NR	NR	2010-11	1	-	-	2009-10	18	100
2011	Ipswich	01440000	317	2	0.6	No	No	No	No	2009-10	23	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Kingston	01450000	166	0	0	No	No	No	No	2010-11	12	100	2009-10	0	-	-	2012-13	NR	NR
2011	Lakeville	01460000	126	0	0	No	No	No	No	2009-10	19	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Lanesborough	01480000	45	0	0	No	No	No	No	2009-10	15	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Lawrence	01490000	2466	67	2.7	No	No	No	No	2011-12	NR	NR	2010-11	1	-	-	2009-10	25	100
2011	Lee	01500000	107	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	19	100
2011	Leicester	01510000	325	2	0.6	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	19	100
2011	Lenox	01520000	83	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Leominster	01530000	1115	46	4.1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	13	100
2011	Leverett	01540000	30	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Lexington	01550000	1059	3	0.3	No	No	No	No	2009-10	55	98.2	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Lincoln	01570000	124	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2011	Littleton	01580000	301	1	0.3	No	No	No	No	2009-10	12	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Longmeadow	01590000	595	0	0	No	No	No	No	2010-11	15	100	2009-10	0	-	-	2012-13	NR	NR
2011	Lowell	01600000	2117	20	0.9	No	No	No	No	2009-10	115	91.3	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Ludlow	01610000	522	5	1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	17	100
2011	Lunenburg	01620000	259	2	0.8	No	No	No	No	2009-10	30	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Lynn	01630000	2204	88	4	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	22	100
2011	Lynnfield	01640000	295	0	0	No	No	No	No	2009-10	26	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Malden	01650000	944	2	0.2	No	No	No	No	2009-10	19	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Mansfield	01670000	883	2	0.2	No	No	No	No	2009-10	51	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Marblehead	01680000	507	5	1	No	No	No	No	2009-10	15	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Marion	01690000	69	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	-	-
2011	Marlborough	01700000	993	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	18	100
2011	Marshfield	01710000	818	9	1.1	No	No	No	No	2009-10	22	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Mashpee	01720000	304	1	0.3	No	No	No	No	2011-12	NR	NR	2010-11	1	-	-	2009-10	22	100
2011	Mattapoisett	01730000	73	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	-	-
2011	Maynard	01740000	223	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	21	100
2011	Medfield	01750000	369	1	0.3	No	No	No	No	2009-10	18	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Medford	01760000	921	5	0.5	No	No	No	No	2010-11	55	100	2009-10	3	-	-	2012-13	NR	NR
2011	Medway	01770000	495	0	0	No	No	No	No	2010-11	18	100	2009-10	1	-	-	2012-13	NR	NR
2011	Melrose	01780000	506	0	0	No	No	No	No	2009-10	27	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Methuen	01810000	1005	2	0.2	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	22	100
2011	Middleborough	01820000	595	12	2	No	No	No	No	2011-12	NR	NR	2010-11	3	-	-	2009-10	26	100
2011	Middleton	01840000	146	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2011	Milford	01850000	619	10	1.6	No	No	No	No	2010-11	47	92.2	2009-10	2	-	-	2012-13	NR	NR
2011	Millbury	01860000	353	2	0.6	No	No	No	No	2011-12	NR	NR	2010-11	1	-	-	2009-10	22	100
2011	Millis	01870000	204	0	0	No	No	No	No	2009-10	13	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Milton	01890000	590	3	0.5	No	No	No	No	2010-11	59	96.7	2009-10	2	-	-	2012-13	NR	NR
2011	Monson	01910000	195	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Nahant	01960000	24	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	-	-
2011	Nantucket	01970000	194	1	0.5	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Natick	01980000	723	1	0.1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	11	100
2011	Needham	01990000	721	0	0	No	No	No	No	2011-12	NR	NR	2010-11	0	-	-	2009-10	24	100
2011	New Bedford	02010000	2441	8	0.3	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	19	100
2011	Newburyport	02040000	363	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Newton	02070000	2315	15	0.6	No	No	No	No	2011-12	NR	NR	2010-11	4	-	-	2009-10	19	100
2011	Norfolk	02080000	169	0	0	No	No	No	No	2009-10	22	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	North Adams	02090000	400	32	8	No	No	No	No	2009-10	30	96.8	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Northampton	02100000	571	8	1.4	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	25	100
2011	North Andover	02110000	634	1	0.2	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NR	NR
2011	North Attleborough	02120000	790	9	1.1	No	No	No	No	2011-12	NR	NR	2010-11	7	-	-	2009-10	23	100
2011	Northborough	02130000	267	0	0	No	No	No	No	2010-11	22	100	2009-10	0	-	-	2012-13	NR	NR
2011	Northbridge	02140000	429	5	1.2	No	No	No	No	2011-12	NR	NR	2010-11	4	-	-	2009-10	18	100
2011	North Brookfield	02150000	96	0	0	No	No	No	No	2010-11	11	100	2009-10	0	-	-	2012-13	NR	NR
2011	North Reading	02170000	426	1	0.2	No	No	No	No	2009-10	25	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Norton	02180000	531	2	0.4	No	No	No	No	2011-12	NR	NR	2010-11	2	-	-	2009-10	25	100
2011	Norwell	02190000	319	2	0.6	No	No	No	No	2011-12	NR	NR	2010-11	3	-	-	2009-10	14	100
2011	Norwood	02200000	608	3	0.5	No	No	No	No	2009-10	32	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Oak Bluffs	02210000	91	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Orange	02230000	123	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Orleans	02240000	46	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Oxford	02260000	305	1	0.3	No	No	No	No	2010-11	33	100	2009-10	0	-	-	2012-13	NR	NR
2011	Palmer	02270000	310	5	1.6	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	5	38.5
2011	Peabody	02290000	1183	27	2.3	No	No	No	No	2011-12	NR	NR	2010-11	5	-	-	2009-10	24	100
2011	Pelham	02300000	30	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2011	Pembroke	02310000	477	0	0	No	No	No	No	2009-10	36	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Petersham	02340000	8	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2011	Pittsfield	02360000	994	5	0.5	No	No	No	No	2010-11	103	98.1	2009-10	7	-	-	2012-13	NR	NR
2011	Plainville	02380000	110	0	0	No	No	No	No	2011-12	NR	NR	2010-11	1	-	-	2009-10	NA	NA
2011	Plymouth	02390000	1542	25	1.6	No	No	No	No	2011-12	NR	NR	2010-11	6	-	-	2010-11	14	100
2011	Plympton	02400000	36	0	0	No	No	No	No	2010-11	NA	NA	2009-10	0	-	-	2012-13	NR	NR
2011	Provincetown	02420000	43	1	2.3	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Quincy	02430000	1459	4	0.3	No	No	No	No	2011-12	NR	NR	2010-11	3	-	-	2010-11	16	100
2011	Randolph	02440000	601	19	3.2	No	No	No	No	2010-11	39	84.8	2009-10	6	-	-	2012-13	NR	NR
2011	Reading	02460000	758	1	0.1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	13	100
2011	Revere	02480000	935	1	0.1	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	5	33.3
2011	Richmond	02490000	15	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Rochester	02500000	93	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	-	-
2011	Rockland	02510000	384	2	0.5	No	No	No	No	2011-12	NR	NR	2010-11	4	-	-	2009-10	22	100
2011	Rockport	02520000	193	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	16	100
2011	Rowe	02530000	7	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	NA	NA
2011	Salem	02580000	1133	19	1.7	No	No	No	No	2009-10	67	93.1	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Sandwich	02610000	523	3	0.6	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	16	100
2011	Saugus	02620000	434	3	0.7	No	No	No	No	2009-10	16	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Savoy	02630000	2	-	-	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Scituate	02640000	384	2	0.5	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Seekonk	02650000	275	3	1.1	No	No	No	No	2009-10	23	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Sharon	02660000	509	5	1	No	No	No	No	2009-10	10	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Sherborn	02690000	59	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2011	Shirley	02700000	109	0	0	No	No	No	No	2009-10	10	100	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Shrewsbury	02710000	906	1	0.1	No	No	No	No	2010-11	56	100	2009-10	8	-	-	2012-13	NR	NR
2011	Shutesbury	02720000	16	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2011	Somerset	02730000	382	5	1.3	No	No	No	No	2010-11	24	100	2009-10	0	-	-	2012-13	NR	NR
2011	Somerville	02740000	1078	6	0.6	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Southampton	02750000	110	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2011	Southborough	02760000	197	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2011	Southbridge	02770000	416	3	0.7	No	No	No	No	2010-11	11	100	2009-10	11	11	100	2012-13	NR	NR
2011	South Hadley	02780000	326	8	2.5	No	No	No	No	2012-13	NR	NR	2011-12	NR	NR	NR	2010-11	20	100
2011	Springfield	02810000	6089	286	4.7	Yes	No	No	No	2009-10	83	83	2012-13	NR	NR	NR	2011-12	NR	NR
2011	Stoneham	02840000	470	0	0	No	No	No	No	2010-11	44	100	2009-10	3	-	-	2012-13	NR	NR
2011	Stoughton	02850000	651	6	0.9	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	14	100
